user_id,Action,Adventure,Animation & Modeling,Audio Production,Casual,Design & Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing
76561198090506712,,,,,,,,,,211.87,,,,211.87,,,,,,
76561198090511110,,,,,,,,,,257.15,,,,257.15,,,,,,
76561198090511238,27.85,27.85,,,,,,,,,,,,,,,,,,
76561198090520544,836.53,,,,,,,,,,,,,,,,,,,
76561198090538255,,,,,,,,,,156.6,,,,156.6,,,,,,
76561198090542837,,14.1,,,,,14.1,,,14.1,,,,,,,,,,
76561198090548543,713.17,,,,,,,,,,,,,,,,,,,
76561198090567864,,,,,,,,,,,,,,,,,70.8,,,
76561198090573475,69.15,,,,,,,,69.15,,,,,,,,,,,
76561198090621006,862.17,,,,,,,,862.17,,,,,,,,,,,
76561198090642401,5.4,5.4,,,4.15,,,,,5.4,,,,,,,1.25,,,
76561198090658129,675.88,,,,,,,,,,,,,,,,,,,
76561198090660044,203.71,202.13,,,71.53,,,,,211.51,,195.21,,7.8,,,49.15,,,
76561198090694948,420.3,,,,,,,,,,,,,,,,,,,
76561198090715178,41.72,41.72,,,41.72,,,,41.72,193.35,,,,151.63,,,,,,
76561198090760162,355.78,355.78,,,,,,,,355.78,,355.78,,,,,,,,
76561198090773476,6.9,,,,,,,,,1.67,,,,,,,,,,
76561198090818363,106.06,106.06,,,,,,,,73.83,,73.83,,,,,,,,
76561198090839738,2.83,,,,,,,,,,,2.83,,,,,,,,
76561198090842891,108.85,108.85,,,,,,,,,,,,,,,,,,
76561198090851230,34.22,,,,,,,,,,,,,,,,,,,
76561198090867859,,,,,,,,,,488.92,,,,488.92,,,,,,
76561198090932287,28.3,28.3,,,,,28.3,,,28.3,28.3,28.3,,,,,,,,
76561198090937647,0.5,0.5,,,0.5,,,,0.5,0.5,,,,,,,,,,
76561198090998972,746.65,,,,,,,,,,,,,,,,,,,
76561198091006606,21.05,,,,,,,,21.05,21.05,,,,,,,21.05,,,
76561198091016047,,,,,,,,,,,,,10.07,,,10.07,,,,
76561198091024013,28.08,,,,,,,,,,,,,,,,,,,
76561198091034264,443.0,19.35,,,19.35,,,,,23.78,,439.37,,,,3.63,,,,
76561198091066992,947.37,,,,,,,,,,,,,,,,,,,
76561198091085055,1.58,,,,,,,,1.58,1.58,1.58,1.58,,1.58,,,,,,
76561198091095932,246.37,,,,,,,,,,,,,,,,,,,
76561198091097773,24.82,24.82,,,,,,,,24.82,,,,,,,,,,
76561198091108888,79.62,79.62,,,,,,,,,,,,,,,,,,
76561198091110290,292.25,178.8,,,,,178.8,,,178.8,178.8,178.8,,,,,,,,
76561198091116626,1.65,,,,,,,,,,,,,,,,,,,
76561198091126167,,,,,,,,,,33.7,,,,33.7,,,,,,
76561198091128519,16.2,16.2,,,16.2,,,,,16.2,,16.2,,,,,,,,
76561198091131449,48.77,,,,,,,,,,,,,,,,,,,
76561198091133921,189.64999999999998,104.07,,,,,,,,104.07,,104.07,,,,,,,,
76561198091146515,25.08,25.08,,,25.08,,,,25.08,25.08,,,,,,,,,,
76561198091164764,488.13,,,,,,,,488.13,,,,,,,,,,,
76561198091169175,10.6,,,,,,,,10.6,,10.6,,,,,,,,,
76561198091173609,54.95,54.95,,,,,,,54.95,54.95,54.95,54.95,,,,,,,,
76561198091199302,81.19,,,,,,49.27,,31.92,93.32000000000001,81.19,,,12.13,,,,,,
76561198091250895,43.06999999999999,,,,,,22.15,,20.919999999999998,23.669999999999998,19.4,,22.15,22.15,,22.15,,,,
76561198091259632,17.5,,,,,,,,,,,,,,,,,,,
76561198091296461,30.47,30.47,,,,,,,30.47,30.47,30.47,30.47,,,,,,,,
76561198091309741,48.9,48.9,,,,,,,,48.9,,48.9,,,,,,,,
76561198091327602,26.65,,,,,,,,,26.65,,,,,,,26.65,,,
76561198091344363,46.0,46.0,,,,,,,,,,,,,,,,,,
76561198091369153,0.55,,,,,,,,,,,,,,,,,,,
76561198091384609,81.22,81.22,,,81.22,,,,81.22,81.22,,,,,,,,,,
76561198091404694,25.68,25.68,,,,,25.68,,,25.68,25.68,25.68,,,,,,,,
76561198091405304,26.73,26.73,,,,,26.73,,,26.73,26.73,26.73,,,,,,,,
76561198091429493,89.61999999999999,111.13,,,68.1,,,,,76.6,,63.65,,,,,,,,
76561198091434225,0.87,0.87,,,,,,,,17.240000000000002,,17.240000000000002,,,,,16.37,,,
76561198091448711,186.72,186.72,,,186.72,,,,186.72,186.72,,,,,,,,,,
76561198091479250,91.07,12.3,,,,,,,,12.3,,12.3,,,,,,,,
76561198091490622,0.27,,,,,,,,,,,,,,,,,,,
76561198091512618,4.3,,,,,,,,,4.3,,,,,,,4.3,,,
76561198091514051,3.93,,,,,,,,3.93,,,,,,,,,,,
76561198091515601,10.77,,,,,,,,,,,,,,,,,,,
76561198091518774,80.68,80.68,,,80.68,,,,,80.68,,80.68,,,,,,,,
76561198091524388,,1.97,,,,,,,,1.97,,,,,,,,,,
76561198091526444,8.35,,,,,,,,,,,,,,,,,,,
76561198091548792,203.73,,,,,,,,203.73,203.73,203.73,,,,,,,,,
76561198091563407,,,,,,,,,2.67,2.67,2.67,,,,,,,,,
76561198091590393,714.53,,,,,,,,,,,,,714.53,,,714.53,,,
76561198091605281,273.32,273.32,,,,,,,,273.32,,273.32,,,,,,,,
76561198091610400,54.27,54.27,,,,,,,,740.97,,54.27,,686.7,,,,,,
76561198091612238,31.15,,,,,,,,31.15,,,,,,,,,,,
76561198091637868,12.07,15.14,,,15.14,,,,3.07,15.14,,12.07,,3.07,,,,,,
76561198091682568,77.52,8.76,,,,,,,22.18,30.94,,,,,,,22.18,,,
76561198091688762,45.82,45.82,,,45.82,,,,45.82,45.82,,,,,,,,,,
76561198091703171,,,,,,,,,,39.73,,,,39.73,,,,,,
76561198091710192,670.83,,,,,,,,,,,,,,,,,,,
76561198091714349,4.02,,,,,,,,4.02,4.02,4.02,4.02,,4.02,,,,,,
76561198091717988,58.620000000000005,,,,,,,,58.620000000000005,58.620000000000005,28.7,28.7,,28.7,,,,,,
76561198091722897,34.77,34.77,,,34.77,,,,34.77,34.77,,,,,,,,,,
76561198091733633,712.78,,,,,,,,,,,,,,,,,,,
76561198091738673,19.18,19.18,,,,,,,,19.18,,19.18,,,,,,,,
76561198091770962,422.51,60.88,,,60.88,,,,60.88,60.88,,,,,,,,,,
76561198091779143,1103.08,,,,,,,,,,,,,,,,,,,
76561198091787257,81.08,,,,,,,,,,,,,,,,,,,
76561198091794114,2016.78,,,,,,,,2016.78,,,,,,,,,,,
76561198091795062,115.07,,,,0.22,,115.07,,0.22,115.28999999999999,115.07,,,0.22,,,,,,
76561198091807832,17.47,17.47,,,,,,,17.47,17.47,17.47,17.47,,,,,,,,
76561198091815938,8.83,,,,,,,,,,,,,,,,,,,
76561198091823489,2.57,,,,,,,,,2.57,,,,2.57,,,,,,
76561198091832841,307.28,307.28,,,,,,,,307.28,,307.28,,,,,,,,
76561198091833491,90.18,67.83,,,67.83,,,,90.18,67.83,22.35,,,,,,,,,
76561198091852462,1173.72,,,,,,,,,,,,,,,,,,,
76561198091872904,135.22,,,,,,,,135.22,135.22,,,,,,,,,,
76561198091895259,,,,,,,,,0.0,,,,0.0,0.0,,0.0,,,,
76561198091906572,70.01,12.05,,,,,,,,2.75,,,,12.05,,,,,,
76561198091908773,8.15,0.63,,,,,,,8.15,89.92999999999999,8.15,,,89.3,,,,,,
76561198091932812,3.02,3.02,,,3.02,,,,,3.02,,,,,,,,,,
76561198091938654,22.85,22.85,,,22.85,,,,,22.85,,22.85,,,,,,,,
76561198091976678,11.2,11.2,,,11.2,,,,,11.2,,36.18,,,,,,,,
76561198091995282,11.35,,,,,,,,,,,,,,,,,,,
76561198091999396,616.68,616.68,,,,,,,,,,,,,,,,,,
76561198092003845,90.53,,,,,,,,,90.53,90.53,90.53,,90.53,,,,,,
76561198092005436,1018.3199999999999,975.52,,,,,975.52,,,1077.84,975.52,975.52,,59.52,,,42.8,,,
76561198092020961,365.08,365.08,,,,,365.08,,,365.08,365.08,365.08,,,,,,,,
76561198092022514,148.63,,,,,,,,148.63,148.63,,,,,,,,,,
76561198092050517,0.71,,,,,,0.13,,0.71,0.71,0.58,,,,,,,,,
76561198092056932,22.47,,,,,,,,2.42,,2.42,109.99,,,,,,,,
76561198092064357,27.18,27.18,,,,,,,,,,,,,,,,,,
76561198092064451,8.83,,,,,,,,,269.40999999999997,,,,260.58,,,,,,
76561198092068521,91.35,,,,,,,,7.32,7.32,,,,,,,,,,
76561198092084120,28.35,9.43,,,,,,,,18.92,18.92,28.35,,18.92,,,,,,
76561198092104105,0.58,,,,,,,,,2.91,,,,2.33,,,,,,
76561198092114416,,,,,,,,,,110.07,,,,110.07,,,110.07,,,
76561198092122093,111.85,,,,,,,,111.85,111.85,111.85,111.85,,111.85,,,,,,
76561198092148962,,,,,,,,,,1.18,,,,,,,,,,
76561198092172350,,65.7,,,,,,,,,,,,,,,,,,
76561198092188845,13.38,13.38,,,,,13.38,,,13.38,,,,,,,,,,
76561198092215337,3.15,3.15,,,,,3.15,,,3.15,,,,3.15,,,,,,
76561198092216068,,48.82,,,48.82,,,,48.82,48.82,,48.82,,48.82,,,48.82,,,
76561198092216405,,98.63,,,,,,,,98.63,,98.63,,,,,98.63,,,
76561198092220546,,31.05,,,,,,,,391.9,,,,391.9,,,,,,
76561198092220958,34.13,34.13,,,,,,,,,,,,,,,,,,
76561198092221837,803.02,,,,,,,,,,,,,,,,,,,
76561198092226373,2.38,,,,,,,,,,,,,,,,,,,
76561198092227136,458.15,,,,,,,,,,,,,,,,,,,
76561198092229748,58.78,,,,,,,,58.78,58.78,58.78,,,,,,,,,
76561198092242919,149.15,,,,,,,,,,,,,,,,,,,
76561198092278847,19.38,55.92999999999999,,,,,,,,,,,,,,,,,,
76561198092297803,71.95,,,,,,,,,,,71.95,,,,,,,,
76561198092305052,7.5,,,,,,,,,7.5,,,,,,,,,,
76561198092306325,19.9,19.9,,,,,19.9,,,19.9,19.9,19.9,,,,,,,,
76561198092310770,1288.5,262.21999999999997,,,,,,,,34.32,,34.32,,,,,,,,
76561198092339855,58.120000000000005,18.05,,,,,,,,,,40.07,,,,,,,,
76561198092341441,31.53,,,,,,,,31.53,31.53,,,,,,,,,,
76561198092342174,,,,,,,,,0.23,8.65,0.23,0.23,0.23,8.42,,,8.65,,,
76561198092345811,168.17999999999998,,,,,,,,,1828.95,,,,1828.47,,,0.48,,,
76561198092369007,234.59999999999997,229.22,,,191.98,,,,187.29999999999998,237.96999999999997,,308.44,,136.64,,,154.36999999999998,,,
76561198092381867,938.5,,,,,,938.5,,,938.5,938.5,,,,,,,,,
76561198092384284,,,,,,,,,3.93,,,,3.93,3.93,,3.93,,,,
76561198092422168,3.55,,,,,,,,,3.55,,,,3.55,,,,,,
76561198092431676,735.16,,,,,,130.53,,,130.53,130.53,,,,,,,,,
76561198092448174,913.17,906.6999999999999,,,,,,,,27.369999999999997,,20.9,,20.9,,,,,,
76561198092457262,47.589999999999996,32.12,,,32.12,,,,47.589999999999996,15.47,47.589999999999996,32.12,,,,,,,,
76561198092466953,198.98000000000002,,,,,,,,119.25,119.25,119.25,198.98000000000002,,119.25,,,,,,
76561198092473445,183.53,176.65,,,,,,,28.15,28.15,21.27,21.27,,,,,,,,
76561198092473728,7.12,,,,,,,,7.12,7.12,7.12,,,,,,,,,
76561198092493461,1214.45,,,,,,,,1214.45,,,,,,,,,,,
76561198092494600,7.42,7.42,,,,,,,,7.42,7.42,7.42,,,,,,,,
76561198092501010,25.58,,,,,,,,,25.58,,,,,,,,,,
76561198092511029,259.25,,,,,,,,,5.47,,,21.87,,,5.47,,,,
76561198092545243,24.85,,,,,,,,,,,,,,,,,,,
76561198092547722,75.03,75.03,,,,,,,,,,,,,,,,,,
76561198092559916,46.63,,,,,,,,21.53,21.53,,25.1,,,,,,,,
76561198092564032,418.53,,,,,,,,,,,,,,,,,,,
76561198092577173,5.63,5.63,,,,,,,,5.63,,,,5.63,,,5.63,,,
76561198092589283,21.78,,,,,,,,,,,,,,,,,,,
76561198092623837,32.72,32.72,,,32.72,,,,450.12,32.72,417.4,417.4,,,,,,,,
76561198092626023,248.98,248.98,,,,,248.98,,,248.98,248.98,248.98,,,,,,,,
76561198092627689,30.45,30.45,,,,,,,30.45,30.45,30.45,30.45,,,,,,,,
76561198092638474,430.12,65.37,,,55.7,,,,5.25,60.95,,55.7,,,,,,,,
76561198092674729,,,,,,,,,,631.95,,,,631.95,,,,,,
76561198092695661,74.92,26.32,,,26.32,,,,26.32,,26.32,74.7,,,,,,,,
76561198092735015,2.3,,,,2.3,,,,2.3,,2.3,,,,,,,,,
76561198092750032,174.27,,,,,,,,,,,174.27,,,,,,,,
76561198092791856,152.25,,,,,,,,1.82,1.82,,150.43,,,,,,,,
76561198092796694,3.52,3.52,,,3.52,,,,3.52,3.52,,,,,,,,,,
76561198092819016,803.57,102.97,,,26.97,,,,,26.97,,26.97,,,,,,,,
76561198092847310,21.65,21.65,,,,,,,,,,,,,,,,,,
76561198092985183,213.75,213.75,,,,,,,,213.75,213.75,213.75,,,,,,,,
76561198092998604,,,,,,,,,,6.7,,,,6.7,,6.7,,,,
76561198093066459,10.58,,,,,,,,10.58,,,,,,,,,,,
76561198093077688,119.33,,,,,,,,,,,,,,,,,,,
76561198093080426,,25.98,,,,,,,,,,,,,,,,,,
76561198093094168,122.62,,,,,,,,122.62,122.62,122.62,,,,,,,,,
76561198093136680,2.72,,,,,,,,,2.72,,,,,,,,,,
76561198093148567,92.98,92.98,,,0.68,,,,0.68,0.68,,,,,,,,,,
76561198093152725,685.62,685.62,,,685.62,,,,685.62,685.62,,,,,,,,,,
76561198093156182,456.18,219.43,,,,,,,24.65,269.53000000000003,18.97,219.43,,33.95,,,7.32,,,
76561198093156419,92.35,92.35,,,,,,,92.35,,92.35,92.35,,,,,,,,
76561198093158990,1.12,1.12,,,,,,,,,,,,,,,,,,
76561198093166360,,,,,,,,,,24.2,,,,24.2,,,24.2,,,
76561198093167105,59.57,,,,,,,,,,,59.57,,,,,,,,
76561198093167547,28.43,28.43,,,,,,,,103.61000000000001,,28.43,,75.18,,,,,,
76561198093176686,746.98,146.93,,,29.9,,,,29.9,146.93,,127.38,,49.45,,,29.9,,,
76561198093179649,6.37,6.37,,,,,6.37,,,6.37,,,,6.37,,,,,,
76561198093209097,,,,,,,,,,557.1,,,,557.1,,,,,,
76561198093209700,11.95,11.95,,,11.95,,,,11.95,11.95,,,,,,,,,,
76561198093240797,0.32,,,,,,0.32,,0.32,,,,,,,,,,,
76561198093248844,295.47,,,,,,,,295.47,,,,,,,,,,,
76561198093261278,,5.15,,,,,,,,5.15,,,,,,,,,,
76561198093272537,14.08,,,,,,,,,14.08,,,,,,,14.08,,,
76561198093272651,6.97,,,,,,,,,,,,,,,,,,,
76561198093273236,0.55,0.55,,,0.55,,,,,0.55,,,,,,,,,,
76561198093275367,131.4,,,,,,,,,,,131.4,,,,,,,,
76561198093276380,4.88,,,,,,,,,12.7,,,,7.82,,,910.9,,,
76561198093283574,59.75,,,,,,,,,,,,,,,,,,,
76561198093284207,363.5,,,,,,,,,,,,,,,,,,,
76561198093289103,28.05,28.05,,,,,,,,,,,,,,,,,,
76561198093295500,480.2,64.28,,,64.28,,,,480.2,64.28,34.65,,,,,,,,,
76561198093301565,140.05,,,,,,,,,,,,,,,,,,,
76561198093336165,460.25,,,,,,,,,,,,,,,,,,,
76561198093337643,159.7,,,,,,,,,,,,,,,,,,,
76561198093344933,1273.3,,,,,,,,,,,,,,,,,,,
76561198093360882,67.99,,,,,,,,,75.66,,58.32,,,,,,,,
76561198093361154,2.4,,,,,,,,2.4,2.4,2.4,17.15,,,,,,,,
76561198093374278,,,,,247.25,,,,,247.25,,,,247.25,,,247.25,,,
76561198093380344,44.47,,,,,,,,,,,44.47,,,,,,,,
76561198093386811,7.75,,,,,,89.55,,97.3,89.55,,,,,,,89.55,,,
76561198093437165,0.63,,,,,,,,,,,,,,,,,,,
76561198093448979,2.67,,,,,,,,,2.67,,,,2.67,,,,,,
76561198093465910,1443.49,327.65,,,,,,,,310.15,,1309.82,,,,,,,,
76561198093468038,22.88,,,,,,,,,,,,,,,,,,,
76561198093468239,,,,,,,,,,,,139.63,,,,,,,,
76561198093505849,23.71,45.68,,,,,,,11.83,,5.9,,45.68,57.56,,,11.88,,,
76561198093537015,,,,,,,,,,105.63,,,,105.63,,,,,,
76561198093541789,,,,,0.15,,,,,,,,,,,0.15,,,,
76561198093547083,19.18,19.18,,,,,,,,19.18,,19.18,,,,,,,,
76561198093560216,8.97,,,,,,,,,,8.97,,,8.97,,,,,,
76561198093563764,130.69,109.37,,,109.37,,21.32,,130.69,109.37,,,,,,,,,,
76561198093575256,50.7,50.7,,,,,,,,,,,,,,,,,,
76561198093584099,101.08,,,,,,,,,,,,,,,,,,,
76561198093624679,13.25,,,,,,,,,13.25,,,,,,,,,,
76561198093624785,121.09,28.35,,,9.75,,,,,69.32,,117.42,,59.57,,,,,,
76561198093633422,127.18,,,,,,,,127.18,127.18,,127.18,,,,,127.18,,,
76561198093656407,,,,,,,,,,,,,,,,,11.12,,,
76561198093684803,28.7,,,,,,,,,,,,,,,,,,,
76561198093695145,3.98,3.98,,,,,,,,3.98,,,,,,,,,,
76561198093711678,46.07,9.2,,,65.42,,,,24.450000000000003,95.97,,,14.95,50.47,,14.95,,,,
76561198093722743,14.85,,,,,,,,14.85,,,,,,,,,,,
76561198093736412,153.13,,,,,,,,,,,,,,,,,,,
76561198093737741,151.32999999999998,,,,,,,,,,,81.51,,,,,,,,
76561198093749122,45.3,,,,,,,,,,,,,,,,,,,
76561198093768306,3.0500000000000003,32.85,,,,,6.77,,,9.82,6.77,9.469999999999999,0.65,,,3.35,,,,
76561198093769658,39.47,,,,,,,,39.47,39.47,,,,,,,,,,
76561198093772886,21.16,19.53,,,,,,,19.53,,19.53,21.16,,,,,,,,
76561198093815606,321.08,,,,,,,,321.08,,321.08,,,,,,,,,
76561198093816684,25.77,25.77,,,25.77,,,,25.77,25.77,,,,,,,,,,
76561198093818820,21.52,,,,,,,,,,,,,,,,,,,
76561198093825245,30.03,,,,,,,,30.03,30.03,,,,,,,,,,
76561198093826511,,,,,,,,,,,,,,,,,52.6,,,
76561198093838282,,,,,,,,,,613.88,,,,613.88,,,,,,
76561198093839799,221.44,,,,,,,,1.15,1.15,,,,,,,,,,
76561198093935386,27.35,27.35,,,,,,,,27.35,27.35,27.35,,,,,,,,
76561198093944702,17.3,,,,,,,,,,,,,,,,,,,
76561198093955912,2.2,,,,,,,,2.2,2.2,2.2,2.2,,2.2,,,,,,
76561198093961758,981.29,251.12,,,,,251.12,,,251.12,251.12,251.12,,,,,,,,
76561198093963443,18.98,18.98,,,,,,,,18.98,,18.98,,,,,,,,
76561198093970444,98.45,95.9,,,95.9,,2.55,,98.45,95.9,,,,,,,,,,
76561198093972974,18.13,4.3,,,4.3,,,,,18.13,,4.3,,,,,,,,
76561198093983570,87.44,3.27,,,,,,,,87.44,,,,,,,,,,
76561198093986319,592.93,497.28,,,,,7.87,,,503.57,,521.0,,7.87,,,7.87,,,
76561198093992124,443.72,443.72,,,,,,,,,,,,,,,,,,
76561198094009584,316.5,316.5,,,,,,,,316.5,,316.5,,,,,,,,
76561198094024364,37.52,37.52,,,,,,,,,,,,,,,2.65,,,
76561198094032017,243.38,111.83,,,111.83,,,,111.83,111.83,,,,,,,,,,
76561198094044284,144.28,30.45,,,10.77,,,,,10.77,,,,,,,,,,
76561198094055339,91.0,,,,,,,,,,,,,,,,,,,
76561198094062762,3.03,,,,,,,,,,,,,,,,,,,
76561198094065803,45.29,10.37,,,0.85,,,,,11.219999999999999,,,0.85,11.219999999999999,,,10.37,,,
76561198094071373,3.9,,,,,,,,3.9,3.9,,,,,,,,,,
76561198094074209,67.35,67.35,,,15.08,,67.35,,,15.08,,,,82.42999999999999,,,15.08,,,
76561198094106185,728.5,,,,,,,,728.5,,,,,,,,,,,
76561198094136811,810.48,,,,,,,,,,,,,,,,,,,
76561198094149935,32.19,32.19,,,15.47,,,,,32.19,,16.72,,,,,,,,
76561198094161460,13.08,,,,,,,,,,,13.08,,,,,,,,
76561198094163912,388.9,,,,,,,,,,,,,,,,,,,
76561198094184873,129.28,0.15,,,,,,,,0.15,,129.13,,,,,,,,
76561198094193531,445.37,,,,,,,,,,,,,445.37,,,445.37,,,
76561198094243372,19.17,,,,,,,,19.17,,19.17,,,,,,,,,
76561198094245250,684.55,,,,,,,,,0.28,,,,,,,,,,
76561198094283454,2.62,2.62,,,,,,,,,,,,,,,,,,
76561198094304449,146.01999999999998,109.47,,,109.47,,,,146.01999999999998,109.47,,,,,,,,,,
76561198094321155,,12.67,,,,,,,,,,,,,,,,,,
76561198094344083,8.82,,,,,,,,,,,,,,,,,,,
76561198094345295,22.92,22.92,,,,,,,22.92,22.92,22.92,22.92,,,,,,,,
76561198094345587,32.95,,,,,,,,,,,,,,,,,,,
76561198094350759,,,,,,,,,,,,,,,,,109.97,,,
76561198094350896,56.07,56.07,,,56.07,,,,56.07,56.07,,,,,,,,,,
76561198094359049,4.75,4.75,,,,,,,4.75,139.47,4.75,4.75,,134.72,,,,,,
76561198094368675,229.8,,,,,,,,,,,,,,,,,,,
76561198094395257,52.23,,,,,,,,52.23,52.23,52.23,,,,,,,,,
76561198094397698,,,,,,,,,,437.02,,,,437.02,,,,,,
76561198094410284,166.02,,,,,,,,,,,,,,,,,,,
76561198094411433,9.48,9.48,,,9.48,,,,9.48,9.48,,,,,,,,,,
76561198094413234,179.15,0.78,,,0.78,,,,0.78,0.78,,,,0.78,,,,,,
76561198094426674,,,,,,,,,,125.32,,,,125.32,,,,,,
76561198094428264,500.22,404.17,,,,,,,,404.17,,500.22,,,,,,,,
76561198094437143,13.23,0.23,,,,,,,13.23,13.46,13.23,13.23,,,,,,,,
76561198094455101,,,,,,,,,,8.12,,8.12,,,,,,,,
76561198094455687,16.53,,,,,,,,16.53,,,,,,,,,,,
76561198094471302,1.4,,,,,,,,,1.4,,,,,,,,,,
76561198094506909,160.9,160.9,,,,,160.9,,,160.9,160.9,160.9,,,,,,,,
76561198094507877,14.23,14.23,,,,,,,,,,,,,,,,,,
76561198094511613,336.45,,,,,,281.27,,55.18,281.27,281.27,,,,,,,,,
76561198094515883,6.23,,,,,,,,,,,,,,,,,,,
76561198094519454,849.9,849.9,,,849.9,,,,,849.9,,849.9,,,,,,,,
76561198094532627,199.6,199.6,,,199.6,,,,199.6,199.6,,,,,,,,,,
76561198094533668,,0.65,,,,,,,,0.65,,0.65,,,,,,,,
76561198094559318,51.57,,,,,,,,,,,51.57,,,,,,,,
76561198094579576,,,,,,,,,,,,,,,,,69.28,,,
76561198094589246,218.03,212.65,,,212.65,,,,218.03,212.65,,,,,,,,,,
76561198094611693,116.62,116.62,,,,,,,,116.62,,116.62,,,,,,,,
76561198094623726,75.49000000000001,75.49000000000001,,,,,,,,75.49000000000001,,75.49000000000001,,3.37,,,,,,
76561198094634713,351.52,,,,,,,,,,,,,,,,,,,
76561198094639852,66.98,66.98,,,,,,,,,,,,,,,,,,
76561198094652307,24.95,24.95,,,,,,,,,,24.95,,,,,,,,
76561198094653273,1.67,,,,,,,,1.67,1.67,,,,,,,,,,
76561198094656207,192.42000000000002,,,,,,,,101.92,108.64,,,,,,,,,,
76561198094656452,839.42,,,,,,,,,,,,,,,,,,,
76561198094663041,248.95,22.75,,,22.75,,,,,248.95,,22.75,,,,,,,,
76561198094663718,109.48,84.85,,,,,62.35,,14.63,184.91000000000003,76.98,81.43,,117.01,,,360.56,,,
76561198094665607,185.76000000000002,20.23,,,20.23,,,,,21.28,,86.26,,,,,,,,
76561198094695756,,,,,,,,,,,,,,36.0,,,36.0,,,
76561198094722660,19.48,8.25,,,,,,,,11.23,3.3,3.3,,3.3,,,,,,
76561198094780411,,,,,12.1,,,,,12.1,,,,12.1,,,12.1,,,
76561198094780836,308.95,,,,,,,,,,,,,,,,,,,
76561198094782691,8.97,,,,,,,,8.97,,,,,,,,,,,
76561198094831229,,,,,,,,,,187.48,,,,187.48,,,,,,
76561198094860495,20.98,,,,,,,,,20.98,,,,,,,,,,
76561198094879769,113.83,113.83,,,,,113.83,,,113.83,113.83,113.83,,,,,,,,
76561198094932472,18.8,,,,,,,,18.8,,18.8,,,18.8,,,,,,
76561198094933232,5.8,,,,,,,,,,,,,,,,,,,
76561198094936736,33.5,50.08,,,0.33,,21.92,,,52.86,,,,40.43,,,18.18,,,
76561198094960016,4.95,,,,,,,,4.95,4.95,,,,,,,,,,
76561198094960795,12.0,,,,,,,,12.0,12.0,12.0,,,,,,,,,
76561198094961153,34.43,,,,,,,,3.3,3.3,,3.3,,,,,3.3,,,
76561198094966673,925.15,,,,,,,,,,,,,,,,,,,
76561198094973095,114.81,114.81,,,,,,,,,,,,,,,,,,
76561198094997873,42.75,,,,,,42.75,,,42.75,42.75,,,,,,,,,
76561198095005075,680.81,,,,,,,,,,,,,,,,,,,
76561198095035915,,1.23,,,,,,,,1.23,,,,,,,,,,
76561198095119764,8.02,,,,,,,,,,,,,,,,,,,
76561198095124187,,,,,,,,,,218.32,,,,218.32,,,,,,
76561198095149792,3.0,,,,,,,,,,,,,,,,,,,
76561198095153484,29.82,29.82,,,,,,,,,,,,,,,,,,
76561198095160053,2.48,,,,,,,,,,,,,,,,,,,
76561198095206391,0.95,,,,,,,,,,,,,,,,,,,
76561198095214263,21.13,,,,,,,,,,,21.13,,,,,,,,
76561198095217647,133.7,,,,,,,,133.7,,133.7,,,,,,,,,
76561198095222384,87.25,,,,,,,,,,,,,,,,,,,
76561198095224013,84.52,,,,,,,,,84.52,,,,,,,84.52,,,
76561198095226942,,,,,,,,,,46.25,,,,46.25,,,,,,
76561198095229758,,,,,,,,,,253.43,,,,253.43,,,,,,
76561198095238263,63.61,,,,,,1.67,,23.06,,1.67,1.67,,,,,,,,
76561198095249718,25.73,,,,,,,,25.73,,,,,,,,,,,
76561198095257483,,2.12,,,,,,,2.12,,2.12,2.12,,,,,,,,
76561198095259560,497.85,,,,,,,,,,,,,,,,,,,
76561198095261449,,,,,,,,,,10.3,,10.3,,,,,,,,
76561198095265398,46.3,46.3,,,,,,,,,,,,,,,,,,
76561198095318446,,,,,,,,,,502.2,,,,502.2,,,,,,
76561198095322616,11.22,,,,,,,,11.22,503.6,,,,501.85,,,1.75,,,
76561198095337381,808.13,,,,,,,,7.83,7.83,,,,,,,,,,
76561198095363586,920.54,27.42,,,,,27.42,,,27.42,27.42,27.42,,893.12,,,893.12,,,
76561198095394823,,,,,,,,,,,,,,10.2,,,,,,
76561198095402254,53.82,,,,,,,,,,,,,,,,,,,
76561198095403022,67.72,5.27,,,,,,,,5.27,,68.92,,,,,,,,
76561198095441194,35.71,,,,,,,,35.71,,25.28,25.28,,,,,,,,
76561198095444964,,,,,,,,,,831.47,,,,831.47,,,,,,
76561198095448607,183.32,,,,,,,,,,,,,,,,,,,
76561198095450609,145.88,,,,,,,,,145.88,,,,,,,145.88,,,
76561198095457579,13.37,,,,,,,,13.37,,,,,,,,,,,
76561198095458431,0.18,,,,,,,,,0.18,,,,,,,0.18,,,
76561198095467701,2.52,,,,,,2.52,,2.52,,,,,,,,,,,
76561198095481091,63.47,63.47,,,,,,,,,,,,,,,,,,
76561198095481910,31.8,,,,,,,,31.8,31.8,,,,,,,,,,
76561198095486027,26.55,26.55,,,,,26.55,,,26.55,26.55,26.55,,,,,,,,
76561198095494508,138.72,138.72,,,,,138.72,,,138.72,,138.72,,138.72,,,138.72,,,
76561198095494678,10.12,10.12,,,10.12,,,,,10.12,,,,,,,,,,
